ExplorationSID;QuerySID;NbGroAdd;NbGroDel;NbSelAdd;NbSelDel;NbAggAdd;NbAggDel;AggLevel;FilterLevel
18;606;1;1;0;0;0;0;3;0
18;607;1;0;0;0;0;0;4;0
18;608;0;1;0;0;0;0;1;0
18;609;1;1;0;0;0;0;3;0
18;610;1;0;0;0;1;1;4;0
18;611;1;1;0;0;0;0;3;0
18;612;1;1;0;0;0;0;3;0
18;613;1;1;0;0;0;0;3;0
18;614;1;0;0;0;0;0;4;0
18;615;0;1;0;0;0;0;3;0
18;616;1;1;0;0;0;0;3;0
18;617;0;1;0;0;1;1;2;0
18;618;0;0;0;0;1;1;2;0
18;619;1;1;0;0;0;0;3;0
18;620;0;0;0;0;1;1;3;0
18;621;2;1;0;0;1;1;4;0
18;622;1;1;0;0;0;0;2;0
18;623;1;1;0;0;0;0;4;0
18;624;0;0;0;0;1;1;4;0
18;625;0;1;0;0;0;0;3;0
18;626;1;1;0;0;1;1;1;0
18;627;0;0;0;0;1;1;1;0
18;628;0;0;0;0;1;1;1;0
19;629;2;0;0;0;1;0;2;0
19;630;1;1;0;0;0;0;2;0
19;631;1;0;0;0;0;0;4;0
19;632;0;1;0;0;0;0;3;0
19;633;1;1;0;0;0;0;2;0
19;634;1;1;0;0;0;0;4;0
19;635;1;0;0;0;0;0;5;0
19;636;0;1;0;0;0;0;2;0
19;637;1;1;0;0;0;0;3;0
19;638;1;1;0;0;0;0;3;0
19;639;1;1;0;0;0;0;5;0
19;640;2;2;0;0;0;0;3;0
20;641;2;0;0;0;1;0;2;0
20;642;1;1;0;0;0;0;3;0
20;643;1;0;0;0;0;0;4;0
20;644;0;1;0;0;0;0;2;0
20;645;0;0;0;0;1;1;2;0
20;646;0;1;0;0;0;0;1;0
21;647;1;0;0;0;1;0;1;0
21;648;1;0;0;0;0;0;4;0
21;649;0;0;0;0;0;0;4;0
21;650;0;0;0;0;0;0;4;0
21;651;0;0;0;0;0;0;4;0
21;652;0;0;0;0;0;0;4;0
21;653;0;0;0;0;0;0;4;0
21;654;0;0;1;0;0;0;4;1
21;655;0;0;0;0;0;0;4;1
21;656;0;0;1;0;0;0;4;2
21;657;1;0;0;0;0;0;7;2
21;658;0;0;0;0;0;0;7;2
21;659;0;0;0;1;0;0;7;1
21;660;0;1;0;0;0;0;4;1
21;661;0;1;0;0;0;0;1;1
21;662;1;0;0;0;0;0;4;1
21;663;0;1;0;0;0;0;1;1
21;664;1;1;0;1;0;0;2;0
21;665;0;0;0;0;0;0;2;0
21;666;0;1;0;0;0;0;0;0
21;667;1;0;0;0;0;0;1;0
21;668;2;0;0;0;0;0;5;0
21;669;0;2;0;0;1;1;1;0
21;670;0;0;0;0;1;1;1;0
21;671;2;0;0;0;1;1;5;0
21;672;0;2;0;0;1;1;1;0
21;673;0;0;0;0;1;1;1;0
21;674;0;0;0;0;1;1;1;0
21;675;0;0;1;0;0;0;1;1
21;676;1;0;0;0;0;0;4;1
21;677;0;1;0;0;0;0;1;1
21;678;1;1;0;1;0;0;1;0
21;679;1;1;0;0;1;1;3;0
21;680;0;0;1;0;0;0;3;1
21;681;1;0;0;0;0;0;4;1
